ID,Unnamed:_0,food,Caloric_Value,Fat,Saturated_Fats,Monounsaturated_Fats,Polyunsaturated_Fats,Carbohydrates,Sugars,Protein,Dietary_Fiber,Cholesterol,Sodium,Water,Vitamin_A,Vitamin_B1,Vitamin_B11,Vitamin_B12,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_C,Vitamin_D,Vitamin_E,Vitamin_K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition_Density,Health_Label
0,0,chocolate pudding fat free,105,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0.0,0.021,0.06,0.069,0.046,0.022,0.2,0.084,0.0,0.0,0.0,0.098,44.1,0.035,1.9,17.0,0.04,61.0,235.0,0.052,0.3,72.4,Healthy
1,1,tapioca pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,79.0,0.0,0.025,0.003,0.021,0.1,0.031,0.3,0.052,0.3,0.0,0.2,0.01,78.1,0.026,0.1,6.6,0.096,66.0,101.2,0.0,0.2,108.8,Healthy
2,2,tapioca pudding fat free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,85.4,0.0,0.044,0.096,0.012,0.043,0.1,0.056,0.039,0.3,0.0,0.072,0.0,58.2,0.004,0.1,5.6,0.023,73.9,78.4,0.0,0.2,84.5,Healthy
3,3,rice pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,84.9,0.043,0.002,0.098,0.089,0.098,0.2,0.2,0.4,0.074,1.5,0.0,0.011,0.063,107.4,0.014,0.1,9.0,0.1,92.7,141.3,0.083,27.329,Healthy
4,4,corn pudding,328,12.6,6.3,3.9,1.4,42.4,16.5,11.1,3.0,180.0,0.7,180.8,0.2,0.1,0.2,0.074,0.026,0.4,2.6,1.3,0.3,9.3,0.048,0.7,0.066,97.5,0.1,1.3,37.5,0.2,225.0,440.0,0.069,69.795,Unhealthy
5,5,chocolate pudding,213,6.9,1.9,4.1,0.2,34.5,25.8,3.1,0.0,1.5,0.2,104.2,0.045,0.003,0.061,0.044,0.1,0.2,0.4,0.062,0.5,0.0,0.5,0.066,76.5,0.1,1.9,27.0,0.2,84.0,276.0,0.0,0.5,123.424,Unhealthy
6,6,lemon pudding,173,4.4,2.6,1.3,0.2,30.2,0.0,4.1,0.0,16.5,0.4,109.8,0.026,0.092,0.071,0.028,0.2,0.1,0.4,0.083,1.2,0.0,0.0,0.0,148.5,0.07,0.058,16.5,0.007,307.5,190.5,0.041,0.5,188.516,Healthy
7,7,vanilla pudding,195,5.7,1.5,3.4,0.1,33.9,25.5,2.2,0.0,1.5,0.3,107.5,0.018,0.012,0.084,0.092,0.1,0.047,0.2,0.048,0.3,0.0,0.5,0.034,73.5,0.08,0.1,6.0,0.031,61.5,97.5,0.0,0.2,115.796,Unhealthy
8,8,profeel proteiinirahka valio,140,0.4,0.2,16.8,16.8,19.3,0.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,Healthy
9,9,cottage cheese creamed,20,0.9,0.3,0.2,0.084,0.7,0.5,2.2,0.0,3.4,0.095,16.0,0.022,0.089,0.039,0.06,0.06,0.059,0.1,0.036,0.0,0.085,0.082,0.0,16.6,0.019,0.071,1.6,0.009,31.8,20.8,0.045,0.018,20.576,Healthy
10,10,zaziki milfina,51,4.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,Healthy
11,11,cottage cheese low fat,163,2.3,1.5,0.7,0.041,6.1,6.1,28.0,0.0,9.0,0.9,186.4,0.021,0.081,0.005,0.072,0.4,0.3,0.5,0.2,0.0,0.0,0.035,0.024,137.9,0.005,0.3,11.3,0.041,302.8,194.4,0.055,0.9,174.683,Healthy
12,12,cottage cheese nonfat,104,0.4,0.2,0.1,0.066,9.7,2.7,15.0,0.0,10.2,0.5,117.5,0.093,0.063,0.013,0.006,0.3,0.2,0.6,0.039,0.0,0.0,0.096,0.0,124.7,0.071,0.2,16.0,0.063,275.5,198.7,0.063,0.7,150.072,Healthy
13,13,vanilla yogurt low fat,208,3.1,2.0,0.8,0.036,33.8,33.8,12.1,0.0,12.3,0.2,193.6,0.051,0.1,0.054,0.01,0.5,0.3,1.4,0.1,2.0,0.0,0.029,0.024,419.0,0.012,0.2,39.2,0.023,330.8,536.6,0.049,2.0,470.265,Healthy
14,14,classique yogurt plain 2 liberte,30,1.2,0.7,0.7,0.0,1.7,1.7,3.3,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Healthy
15,15,yoplait light strawberry yogurt yoplait,79,0.0,14.1,8.8,4.4,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,Healthy
16,16,vanilla yogurt,145,2.1,1.3,0.5,0.069,23.5,23.5,8.4,0.0,8.5,0.1,134.3,0.005,0.091,0.068,0.026,0.3,0.2,0.9,0.094,1.4,0.0,0.003,0.037,290.7,0.089,0.1,27.2,0.087,229.5,372.3,0.08,1.4,326.243,Healthy
17,17,chocolate yogurt,168,0.0,0.0,0.0,0.0,35.3,22.5,5.3,1.8,1.5,0.2,107.4,0.0,0.083,0.019,0.042,0.3,0.3,0.0,0.05,0.0,0.0,0.0,0.0,132.0,0.3,0.6,60.0,0.0,249.0,508.5,0.069,1.7,175.0,Healthy
18,18,yogurt parfait,125,1.5,0.8,0.5,0.2,23.6,17.4,5.0,1.6,4.5,0.048,117.7,0.073,0.1,0.018,0.1,0.3,1.1,0.0,0.3,21.3,0.042,0.4,0.085,156.5,0.025,0.7,25.3,0.0,138.6,281.6,0.088,1.3,210.272,Healthy
19,19,yogurt,92,4.9,3.1,1.3,0.1,7.0,7.0,5.2,0.0,19.5,0.005,131.9,0.026,0.017,0.06,0.081,0.2,0.1,0.6,0.026,0.8,0.076,0.035,0.02,181.5,0.049,0.001,18.0,0.084,142.5,232.5,0.075,0.9,199.51,Healthy
20,20,chocolate frozen yogurt,221,6.3,4.0,1.7,0.2,37.6,33.5,5.2,4.0,22.6,0.1,123.9,0.036,0.08,0.008,0.088,0.3,0.2,0.0,0.021,0.0,0.057,0.2,0.071,174.0,0.028,0.8,43.5,0.0,154.9,407.2,0.059,0.5,227.929,Unhealthy
21,21,frozen yogurt,221,6.3,4.0,1.7,0.2,37.6,34.7,5.2,0.0,22.6,0.1,123.9,0.013,0.062,0.095,0.05,0.3,0.1,0.0,0.072,1.2,0.01,0.2,0.054,174.0,0.074,0.8,17.4,0.0,154.9,271.4,0.005,0.5,225.163,Unhealthy
22,22,yogurt low fat,154,3.8,2.5,1.0,0.1,17.2,17.2,12.9,0.0,14.7,0.2,208.4,0.021,0.1,0.045,0.034,0.5,0.3,1.4,0.1,2.0,0.0,0.007,0.007,448.4,0.005,0.2,41.7,0.039,352.8,573.3,0.071,2.2,484.517,Healthy
23,23,vanilla yoghurt oikos,120,1.8,24.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Healthy
24,24,fruit yogurt,149,1.7,1.1,0.5,0.024,28.0,28.0,6.0,0.0,7.5,0.013,113.0,0.006,0.081,0.032,0.087,0.2,0.1,0.7,0.099,0.9,0.0,0.079,0.031,207.0,0.1,0.066,19.5,0.029,163.5,265.5,0.026,1.0,243.671,Healthy
25,25,danone low fat alsafi,88,1.7,1.0,11.1,7.1,0.089,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.743,Healthy
26,26,fruit n yogurt parfait mcdonalds,156,1.9,0.044,0.2,0.1,30.9,19.1,4.1,1.5,7.5,0.065,111.2,0.0,0.004,0.029,0.099,0.2,0.4,0.6,0.0,20.7,0.0,0.0,0.0,128.1,0.092,0.7,20.9,0.3,125.2,248.8,0.0,0.5,187.9,Healthy
27,27,triple zero greek yogurt dannon oikos,120,0.0,0.0,15.0,7.0,22.5,6.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.598,Healthy
28,28,greek yogurt,100,0.7,0.2,0.018,0.01,6.1,5.5,17.3,0.0,8.5,0.081,144.7,0.035,0.009,0.045,0.036,0.5,0.4,0.6,0.1,0.0,0.0,0.089,0.01,187.0,0.021,0.1,18.7,0.004,229.5,239.7,0.032,0.9,211.251,Healthy
29,29,chocolate rasberry protein mini proteinfx,102,2.9,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,Healthy
30,30,gushers fruit gushers,360,6.0,80.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Unhealthy
31,31,egg fried,90,6.8,2.0,2.8,1.5,0.4,0.2,6.3,0.0,184.5,0.043,32.0,0.016,0.049,0.035,0.029,0.2,0.093,0.8,0.093,0.0,0.081,0.6,0.079,28.5,0.065,0.9,6.0,0.046,98.9,69.9,0.078,0.6,42.904,Healthy
32,32,glucerna abbott,1010,35.6,2.8,0.0,0.0,120.9,49.8,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.3,Unhealthy
33,33,sports drink,26,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.073,232.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.098,0.1,2.4,0.0,21.6,24.0,0.088,0.056,22.4,Healthy
34,34,peanut butter cookie protein syntha 6,200,6.0,15.0,2.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Unhealthy
35,35,hanfprotein pulver rohkostqualitat veganz,107,3.1,0.3,2.3,1.6,14.2,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,Healthy
36,36,smoothie high protein creamy chocolate slimfast,110,3.5,0.5,0.0,0.0,2.1,1.0,12.0,0.0,5.0,0.2,15.0,45.0,25.0,100.0,25.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,Healthy
37,37,egg large,138,9.3,0.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,Healthy
38,38,boysenberries frozen,66,0.3,0.049,0.059,0.2,16.1,9.1,1.5,7.0,0.0,0.064,113.4,0.0,0.063,0.07,0.0,0.045,1.0,0.3,0.054,4.1,0.0,1.1,0.002,35.6,0.1,1.1,21.1,0.7,35.6,183.5,0.058,0.3,65.7,Healthy
39,39,malt beverage,88,0.3,0.005,0.032,0.1,19.1,19.1,0.5,0.0,0.0,0.02,216.0,0.0,0.022,0.021,0.0,0.1,2.6,0.02,0.044,1.2,0.0,0.0,0.0,16.6,0.048,0.1,16.6,0.046,37.9,19.0,0.049,0.025,37.8,Healthy
40,40,chocolate powder for milk,88,0.5,0.5,0.0,0.0,19.9,18.0,1.0,1.0,0.0,0.012,0.2,0.0,0.041,0.079,0.0,0.09,0.064,0.0,0.2,6.0,0.0,0.038,0.041,100.1,0.2,0.0,11.7,0.2,18.9,61.6,0.039,1.5,128.5,Unhealthy
41,41,vegetable fruit juice,9,0.017,0.0,0.0,0.0,2.2,0.6,0.071,0.0,0.0,0.043,27.2,0.0,0.047,0.0,0.0,0.075,0.023,0.025,0.05,9.6,0.0,0.5,0.036,0.9,0.031,0.013,0.3,0.032,0.6,5.6,0.027,0.069,12.912,Healthy
42,42,cocoa powder unsweetened,12,0.7,0.4,0.2,0.048,3.1,0.087,1.1,1.8,0.0,0.062,0.2,0.0,0.049,0.078,0.0,0.058,0.1,0.054,0.028,0.0,0.0,0.085,0.056,6.9,0.2,0.7,26.9,0.2,39.6,82.3,0.035,0.4,14.3,Healthy
43,43,coconut milk,35,3.6,3.2,0.2,0.01,0.8,0.5,0.3,0.3,0.0,0.001,10.1,0.0,0.058,0.094,0.0,0.0,0.1,0.045,0.069,0.4,0.0,0.063,0.014,2.4,0.023,0.2,5.6,0.1,15.0,39.5,0.096,0.1,8.0,Unhealthy
44,44,cocoa powder,28,0.3,0.2,0.061,0.055,5.9,4.6,0.5,0.3,0.0,0.034,0.1,0.066,0.045,0.096,0.051,0.033,0.048,0.066,0.085,0.016,0.0,0.094,0.001,9.3,0.049,0.075,5.8,0.01,22.1,49.8,0.069,0.1,16.393,Healthy
45,45,rice drink,113,2.3,0.0,1.5,0.8,22.0,12.7,0.7,0.7,0.0,0.058,214.3,0.0,0.2,0.01,0.0,0.008,0.3,0.9,0.4,0.059,0.0,0.042,1.1,0.078,283.2,0.013,0.5,26.4,0.7,134.4,64.8,0.009,25.883,Healthy
46,46,coconut water,46,0.5,0.4,0.091,0.03,8.9,6.3,1.7,2.6,0.0,0.3,228.0,0.0,0.002,0.05,0.0,0.1,0.2,0.1,0.082,5.8,0.0,0.0,0.0,57.6,0.029,0.7,60.0,0.3,48.0,600.0,0.045,0.2,77.8,Healthy
47,47,caramel med iced coffee dunkin donuts,268,9.0,41.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Unhealthy
48,48,instant coffee with water decaffeinated,4,0.0,0.024,0.0,0.068,0.8,0.0,0.2,0.0,0.0,0.093,177.1,0.0,0.0,0.0,0.0,0.058,0.5,0.092,0.0,0.0,0.0,0.0,0.0,7.2,0.046,0.042,7.2,0.098,5.4,64.4,0.02,0.053,8.247,Healthy
49,49,instant coffee powder,353,0.5,0.2,0.09,0.2,75.4,0.0,12.2,0.0,0.0,0.051,3.1,0.0,0.09,0.0,0.0,0.031,28.2,0.019,0.073,0.0,0.0,0.0,0.077,141.0,0.1,4.4,327.0,1.7,303.0,3535.0,0.024,0.4,233.5,Healthy
50,50,instant coffee powder decaffeinated,6,0.069,0.015,0.031,0.075,1.4,0.0,0.2,0.0,0.0,0.09,0.051,0.0,0.0,0.0,0.0,0.072,0.5,0.077,0.0,0.0,0.0,0.0,0.015,2.5,0.031,0.056,5.6,0.084,5.1,63.0,0.015,0.004,4.121,Healthy
51,51,instant cappuccino powder,53,0.7,0.4,0.2,0.098,11.2,9.0,0.4,0.2,0.3,0.074,0.2,0.0,0.073,0.067,0.037,0.087,0.3,0.037,0.011,0.1,0.0,0.08,0.062,17.3,0.078,0.036,5.6,0.014,23.8,108.0,0.064,0.058,29.908,Healthy
52,52,coffee decaffeinated,0,0.0,0.087,0.0,0.099,0.0,0.0,0.2,0.0,0.0,0.058,235.3,0.0,0.0,0.0,0.0,0.0,0.5,0.091,0.0,0.0,0.0,0.0,0.023,4.7,0.028,0.1,11.9,0.083,2.4,128.0,0.042,0.084,5.0,Healthy
53,53,espresso decaffeinated,3,0.011,0.037,0.0,0.057,0.5,0.0,0.065,0.0,0.0,0.011,29.3,0.0,0.087,0.054,0.0,0.003,1.6,0.086,0.035,0.026,0.0,0.0,0.047,0.6,0.085,0.087,24.0,0.093,2.1,34.5,0.0,0.036,1.391,Healthy
54,54,instant coffee with water,4,0.0,0.051,0.0,0.025,0.6,0.0,0.2,0.0,0.0,0.015,177.4,0.0,0.0,0.0,0.0,0.073,0.4,0.089,0.0,0.0,0.0,0.0,0.0,7.2,0.026,0.015,7.2,0.001,5.4,53.7,0.054,0.013,8.027,Healthy
55,55,coffee,2,0.069,0.011,0.016,0.011,0.0,0.0,0.3,0.0,0.0,0.075,235.6,0.0,0.034,0.076,0.0,0.2,0.5,0.6,0.022,0.0,0.0,0.068,0.025,4.7,0.045,0.051,7.1,0.076,7.1,116.1,0.0,0.039,5.09,Healthy
56,56,espresso,3,0.086,0.068,0.0,0.054,0.5,0.0,0.021,0.0,0.0,0.083,29.3,0.0,0.088,0.073,0.0,0.08,1.6,0.075,0.099,0.099,0.0,0.005,0.027,0.6,0.022,0.049,24.0,0.023,2.1,34.5,0.0,0.02,1.263,Healthy
57,57,whey protein powder vanilla eas,108,1.7,1.4,1.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,Healthy
58,58,energy drink sugar free red bull,13,0.2,0.0,0.0,0.0,1.8,0.0,0.6,0.0,0.0,0.008,245.9,0.0,0.031,0.0,0.09,1.4,21.3,4.8,5.0,0.0,0.0,0.0,0.0,32.5,0.048,0.023,7.5,0.016,0.0,7.5,0.067,0.0,35.19,Healthy
59,59,powerade coca cola,9,0.009,0.076,0.078,0.054,2.3,1.8,0.0,0.0,0.0,0.005,27.1,0.0,0.021,0.0,0.082,0.0,0.5,0.0,0.013,0.0,0.0,0.0,0.0,0.3,0.0,0.096,0.0,0.0,0.3,5.3,0.0,0.058,2.671,Healthy
60,60,amp energy pepsi,110,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.093,209.5,0.0,0.078,0.0,0.083,0.8,4.8,2.4,0.5,0.0,0.0,0.0,0.0,31.2,0.044,0.053,7.2,0.0,40.8,7.2,0.075,0.0,61.067,Healthy
61,61,gatorade g2 pepsi,2,0.052,0.0,0.0,0.0,0.6,0.4,0.069,0.0,0.0,0.011,28.9,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,2.1,3.8,0.0,0.0,0.69,Healthy
62,62,amp energy sugar free pepsi,5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.093,236.0,0.0,0.0,0.0,0.084,0.3,2.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.095,0.0,7.2,0.0,40.8,4.8,0.038,0.0,2.5,Healthy
63,63,energy drink red bull,111,0.0,0.0,0.0,0.0,26.4,26.4,1.2,0.0,0.0,0.1,230.2,0.0,0.0,0.1,0.0,0.068,0.3,25.4,4.9,5.6,0.0,0.0,0.0,0.0,15.5,0.049,0.2,49.0,0.086,0.0,7.7,0.072,33.224,Healthy
64,64,powerade zero ion4 coca cola,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,29.5,0.0,0.098,0.0,0.028,0.0,0.2,0.0,0.064,0.7,0.0,0.2,0.057,0.6,0.051,0.072,0.3,0.0,0.0,3.0,0.0,0.026,1.393,Healthy
65,65,full throttle coca cola,110,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.071,209.5,0.0,0.037,0.0,0.031,0.0,4.0,0.0,0.4,0.0,0.0,0.0,0.0,31.2,0.054,0.037,7.2,0.0,0.0,7.2,0.083,0.0,61.049,Healthy
66,66,passion fruit juice purple,148,0.4,0.064,0.037,0.3,35.7,35.2,1.7,0.5,0.0,0.084,208.0,0.0,0.0,0.039,0.0,0.2,5.5,0.0,0.1,45.0,0.0,0.09,0.011,9.9,0.1,0.9,42.0,0.0,61.8,686.7,0.001,0.1,94.1,Unhealthy
67,67,pomegranate juice,134,0.7,0.2,0.1,0.1,32.7,31.5,0.4,0.2,0.0,0.089,214.0,0.0,0.037,0.014,0.0,0.006,0.6,0.7,0.019,0.2,0.0,0.9,0.081,27.4,0.06,0.2,17.4,0.2,27.4,532.9,0.065,0.2,61.8,Unhealthy
68,68,cranberry apricot juice,157,0.0,0.0,0.0,0.0,39.7,0.0,0.5,0.2,0.0,0.007,204.6,0.0,0.089,0.071,0.0,0.01,0.3,0.071,0.082,0.0,0.0,0.0,0.0,22.1,0.051,0.4,7.4,0.3,12.3,149.5,0.0,0.05,62.9,Healthy
69,69,pineapple juice,133,0.3,0.071,0.027,0.1,32.2,25.0,0.9,0.5,0.0,0.075,215.9,0.0,0.0,0.1,0.004,0.0,0.064,0.5,0.1,0.3,109.5,0.0,0.048,0.062,32.5,0.2,0.8,30.0,1.3,20.0,325.0,0.099,34.477,Unhealthy
70,70,passion fruit juice yellow,126,0.1,0.008,0.02,0.094,33.6,33.1,1.0,0.5,0.0,0.003,211.5,0.0,0.0,0.1,0.0,0.3,3.6,0.0,0.1,73.6,0.0,0.036,0.09,9.9,0.1,0.6,42.0,0.0,32.1,686.7,0.098,0.1,119.3,Unhealthy
71,71,orange apricot juice,128,0.3,0.001,0.078,0.063,31.8,30.2,0.8,0.3,0.0,0.096,216.8,0.0,0.022,0.094,0.0,0.021,0.5,0.2,0.08,50.0,0.0,0.3,0.054,12.5,0.024,0.3,12.5,0.091,20.0,200.0,0.086,0.1,96.0,Unhealthy
72,72,tangerine juice,106,0.5,0.082,0.015,0.054,24.9,24.5,1.2,0.5,0.0,0.022,219.6,0.0,0.0,0.1,0.086,0.0,0.094,0.2,0.3,0.1,76.6,0.0,0.3,0.0,44.5,0.06,0.5,19.8,0.031,34.6,439.7,0.016,27.29,Healthy
73,73,orange juice,90,0.4,0.079,0.046,0.037,20.8,16.8,1.4,0.4,0.0,0.067,176.6,0.0,0.0,0.2,0.002,0.0,0.01,0.8,0.4,0.052,100.0,0.0,0.013,0.053,22.0,0.06,0.4,22.0,0.056,34.0,400.0,0.067,23.177,Healthy
